emp_id,age,Department,location,education,recruitment_type,job_level,rating,onsite,awards,certifications,salary,satisfied,ID,Age,Gender,Marital_Status,Job_Role,Experience_Years,Monthly_Salary_INR,Working_Hours_per_Week,Commute_Time_Hours,Remote_Work,Stress_Level,Company_Size,Sleep_Hours,Physical_Activity_Hours_per_Week,Mental_Health_Leave_Taken,Manager_Support_Level,Work_Pressure_Level,Annual_Leaves_Taken,Work_Life_Balance,Family_Support_Level,Job_Satisfaction,Performance_Rating,Team_Size,Training_Opportunities,Gender_Bias_Experienced,Discrimination_Experienced,Burnout_Symptoms,Location
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,78,25,Male,Widowed,Developer,1,147633.19,52,1.06,True,4,Medium,6.5,2.4,False,6,3,25,2,3,6,4,39,True,False,False,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,79,31,Female,Married,Developer,25,194855.26,84,1.66,True,1,Large,7.4,7.7,True,9,0,16,3,4,1,2,93,True,False,True,Occasional,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,83,33,Female,Divorced,Analyst,33,112750.08,84,1.35,True,10,Medium,5.1,8.3,False,1,3,3,5,10,8,7,88,False,True,False,Occasional,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,91,58,Male,Married,Support,4,108879.78,80,2.61,False,8,Medium,8.4,8.7,True,10,6,3,4,3,10,3,78,True,True,True,Occasional,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,98,26,Male,Widowed,Analyst,28,162413.97,40,0.17,False,5,Medium,7.0,5.6,False,6,3,11,6,4,7,2,54,True,False,True,Occasional,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,100,18,Female,Widowed,Support,23,183055.26,37,1.11,False,5,Large,5.7,0.2,False,8,10,4,9,10,9,7,54,False,True,True,Occasional,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,105,34,Non-Binary,Widowed,Developer,23,25339.18,44,2.24,False,10,Small,6.8,3.8,True,4,7,18,3,3,2,3,54,True,True,False,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,106,25,Female,Married,Developer,24,118945.61,42,0.45,True,9,Small,5.0,6.8,False,1,5,27,5,0,8,5,43,False,False,True,Occasional,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,107,52,Female,Divorced,Manager,1,88323.54,60,2.91,True,5,Medium,4.8,5.5,True,6,0,1,4,3,1,1,76,False,True,False,Occasional,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,110,22,Female,Divorced,Sales,31,196811.02,89,2.96,True,0,Medium,5.8,0.7,True,3,5,21,9,5,6,4,53,False,True,True,Yes,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,118,29,Female,Divorced,HR,37,97257.82,38,1.71,True,1,Small,5.1,3.5,True,4,9,28,2,10,3,8,1,False,False,True,Occasional,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,119,51,Female,Married,Developer,36,89597.11,75,2.11,False,5,Small,5.0,5.6,True,9,4,12,2,5,4,6,12,True,False,True,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,130,52,Male,Married,Developer,6,109066.48,53,1.8,False,7,Small,7.6,3.7,False,9,2,28,2,10,2,3,79,True,False,False,Occasional,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,134,64,Male,Single,Manager,23,187696.69,84,1.05,False,0,Medium,8.5,2.4,False,3,9,8,1,7,0,1,23,False,True,False,Occasional,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,141,56,Female,Widowed,Analyst,15,26003.53,38,0.03,True,5,Small,4.7,3.6,True,6,6,13,7,3,10,8,93,True,True,False,Yes,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,157,62,Female,Widowed,Support,0,57601.31,66,1.68,True,4,Small,4.0,7.2,True,6,10,18,7,2,6,1,12,True,True,True,No,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,160,46,Female,Divorced,Sales,23,186326.22,68,2.28,False,10,Medium,4.7,3.6,False,5,3,16,6,8,1,6,34,False,False,True,Occasional,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,161,53,Non-Binary,Married,Analyst,10,69389.05,44,2.91,True,2,Small,5.0,7.0,False,4,1,26,2,9,3,10,48,False,True,True,No,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,164,24,Female,Divorced,Analyst,34,172197.06,65,1.08,True,8,Large,8.2,4.4,False,10,7,15,7,6,3,6,15,False,False,True,Yes,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,168,59,Female,Single,Developer,18,162732.45,84,2.87,False,8,Small,5.3,4.1,False,7,2,6,3,2,10,9,20,False,True,False,Yes,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,175,37,Male,Divorced,Support,17,178409.21,49,0.22,False,6,Small,5.1,1.0,True,8,10,17,2,10,5,8,31,True,True,False,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,178,45,Male,Divorced,Analyst,35,184596.8,57,1.43,False,9,Medium,8.6,2.4,True,1,7,14,3,6,1,0,4,True,False,True,Occasional,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,181,50,Female,Divorced,Analyst,27,87973.49,77,2.88,False,8,Medium,6.9,3.8,False,1,2,23,3,10,4,1,2,True,True,False,Occasional,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,189,25,Male,Single,Sales,32,30853.65,66,0.65,False,4,Small,7.5,2.3,False,7,5,1,7,2,8,4,79,False,False,False,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,192,54,Male,Married,Sales,38,168912.89,80,0.86,True,10,Small,5.6,5.8,True,9,6,3,1,7,0,2,8,False,False,False,Yes,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,195,61,Female,Widowed,HR,28,199058.27,56,1.82,True,4,Medium,7.0,4.8,False,6,9,19,6,9,9,4,53,True,True,True,No,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,210,45,Male,Widowed,Developer,19,115852.57,52,0.6,True,9,Large,5.8,9.7,False,1,1,25,5,8,8,0,12,True,True,True,No,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,211,40,Female,Married,Sales,20,187414.59,39,0.24,True,10,Large,6.3,3.7,True,9,6,12,5,0,6,6,81,False,True,True,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,219,43,Non-Binary,Divorced,Manager,4,44076.3,51,2.71,False,0,Medium,5.9,2.3,False,2,5,17,0,7,8,7,9,False,True,True,Occasional,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,231,39,Non-Binary,Widowed,Analyst,17,59274.95,70,0.71,True,6,Medium,7.8,2.0,False,5,4,23,8,7,1,5,99,True,False,False,Yes,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,233,65,Non-Binary,Married,Sales,7,37157.36,41,2.11,False,3,Medium,6.3,0.4,False,1,1,13,5,3,6,7,65,True,False,True,No,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,238,33,Male,Single,HR,8,23823.4,81,2.94,True,0,Large,8.2,9.5,False,9,6,28,0,1,0,7,97,False,True,False,Yes,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,242,53,Female,Widowed,HR,14,73364.52,89,1.65,False,4,Medium,6.1,6.7,True,5,5,28,4,5,5,4,90,False,False,False,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,249,24,Male,Married,HR,38,155939.8,37,0.05,False,10,Small,7.2,4.5,False,6,2,1,2,7,10,2,55,True,False,True,Occasional,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,268,65,Non-Binary,Divorced,Sales,27,68804.15,63,0.93,False,2,Large,5.3,2.5,True,3,3,12,5,5,3,3,11,False,True,True,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,282,20,Male,Married,Support,31,81830.75,57,1.52,False,10,Medium,8.5,5.9,True,0,6,1,5,2,3,0,29,False,False,True,Occasional,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,289,53,Non-Binary,Single,Developer,14,63941.2,89,2.9,False,7,Large,7.8,3.8,False,4,4,0,7,8,3,5,84,True,True,False,Occasional,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,299,35,Non-Binary,Divorced,Analyst,29,132292.37,77,2.73,True,4,Large,8.6,6.1,False,6,2,16,7,3,2,10,90,True,False,True,Occasional,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,302,19,Male,Married,Support,7,199023.42,44,0.76,True,7,Medium,8.7,7.9,True,5,9,21,1,10,2,1,80,False,True,True,No,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,304,33,Male,Married,HR,14,52597.93,59,2.39,True,5,Small,7.8,8.2,True,4,3,13,3,1,0,7,68,False,False,True,Yes,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,305,58,Non-Binary,Married,Manager,9,197410.81,88,1.48,False,5,Large,4.3,4.7,True,8,0,3,7,9,3,1,95,True,True,True,No,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,314,25,Male,Divorced,Support,11,183025.12,35,1.59,True,2,Small,7.8,6.2,False,4,1,16,8,5,5,7,19,False,False,True,No,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,317,34,Male,Divorced,Analyst,34,46667.45,64,0.84,True,10,Large,6.6,2.0,True,4,1,6,8,9,6,5,62,True,False,False,Yes,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,318,50,Female,Married,Support,10,79897.41,52,2.79,False,5,Small,7.3,3.5,True,8,9,20,8,6,5,4,67,True,True,True,Occasional,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,319,65,Female,Widowed,HR,26,141410.44,65,1.6,True,4,Medium,6.6,2.3,True,0,10,25,6,9,2,7,9,False,False,False,No,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,323,63,Non-Binary,Married,Developer,27,28015.7,81,2.95,True,3,Large,5.4,9.9,False,8,10,0,1,9,2,5,63,False,False,True,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,328,25,Male,Single,Manager,25,101159.94,80,2.39,False,9,Large,4.1,2.4,False,7,1,18,5,10,7,3,56,True,True,True,Occasional,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,330,44,Non-Binary,Widowed,HR,39,150733.21,67,2.25,False,8,Large,4.4,3.7,False,4,4,27,6,10,1,2,59,True,False,False,No,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,334,50,Male,Divorced,Sales,11,131825.53,62,2.16,False,7,Small,4.0,9.8,True,9,3,11,10,0,2,1,92,False,False,True,Yes,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,335,45,Non-Binary,Married,Sales,10,112727.02,82,1.02,False,8,Medium,8.2,4.3,True,3,3,20,1,7,0,2,77,True,False,False,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,337,50,Male,Single,Manager,20,144802.15,64,1.06,True,1,Medium,8.0,1.1,False,8,0,13,3,0,3,7,13,True,True,True,Yes,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,339,65,Female,Widowed,Analyst,11,95450.82,74,1.61,True,3,Small,8.2,1.5,False,4,0,19,9,0,9,3,100,True,True,True,No,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,340,36,Male,Widowed,Analyst,27,130633.11,45,0.85,True,3,Small,8.1,3.7,True,3,5,19,8,2,7,6,73,False,False,False,Occasional,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,348,63,Female,Widowed,Analyst,18,165519.37,73,1.51,True,8,Large,6.7,8.3,False,10,8,4,6,8,2,5,15,False,False,True,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,350,52,Male,Widowed,HR,33,45754.21,81,0.67,False,5,Large,4.6,6.8,False,0,5,3,0,5,0,6,40,True,True,False,Occasional,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,362,50,Male,Widowed,Manager,14,119305.65,77,2.13,False,10,Large,7.8,2.5,True,7,0,3,8,7,10,4,99,True,True,True,Occasional,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,368,20,Non-Binary,Single,Support,3,123905.21,50,2.66,False,5,Small,5.2,9.3,True,0,0,5,10,1,10,9,61,True,True,False,Yes,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,372,49,Female,Single,Sales,37,138150.73,63,0.61,True,4,Large,6.9,4.4,False,2,3,2,2,10,8,5,37,False,True,False,Occasional,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,373,64,Male,Widowed,Manager,24,95255.81,73,1.61,False,7,Small,6.5,9.2,True,8,4,13,3,5,0,8,12,False,False,False,Occasional,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,376,19,Male,Widowed,Sales,10,114501.44,74,0.3,True,3,Small,7.0,7.3,True,9,10,9,3,4,6,9,35,False,False,True,Occasional,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,378,59,Female,Single,HR,6,106208.0,64,2.81,False,0,Small,6.1,9.0,True,1,7,4,7,7,10,0,67,False,True,False,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,382,57,Male,Married,Manager,8,53523.81,78,0.18,True,7,Small,6.5,8.3,False,10,7,26,5,1,6,9,5,False,False,True,Occasional,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,390,43,Male,Single,HR,18,21190.31,86,1.12,False,6,Small,5.2,1.8,True,5,3,20,5,3,1,0,46,False,False,True,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,391,52,Male,Divorced,Support,36,182205.26,62,2.18,True,2,Large,8.4,8.8,False,2,6,30,8,4,3,2,27,True,True,True,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,404,29,Female,Widowed,Manager,26,95740.59,83,0.05,True,0,Small,8.6,0.9,True,0,5,25,3,8,7,8,50,False,False,True,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,421,50,Female,Single,Analyst,2,38168.61,58,2.82,False,4,Medium,6.1,0.2,True,4,2,26,8,2,0,7,12,True,False,True,Yes,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,425,22,Female,Single,Analyst,15,28650.66,82,1.71,False,1,Medium,6.1,4.1,False,7,7,19,3,9,7,10,62,False,True,False,No,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,433,52,Female,Married,Analyst,2,100770.78,84,1.42,False,2,Small,5.6,3.6,False,2,6,21,5,5,4,6,19,True,True,False,Yes,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,437,59,Female,Single,Developer,8,91376.95,70,1.25,False,8,Medium,8.5,6.6,False,8,1,2,4,7,0,4,27,False,False,False,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,442,45,Female,Married,Analyst,4,70346.83,84,0.5,False,7,Small,5.6,2.2,True,5,10,13,10,4,8,4,47,False,False,False,Occasional,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,445,43,Non-Binary,Divorced,HR,24,169773.46,90,0.59,True,0,Large,4.5,7.1,False,5,2,12,7,2,10,9,28,True,True,True,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,448,29,Male,Married,Analyst,18,183896.95,78,1.33,False,10,Large,7.7,3.7,True,0,0,25,0,7,1,8,84,True,True,False,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,454,65,Female,Widowed,Support,30,180443.34,71,0.56,True,10,Large,7.1,3.0,False,10,6,8,1,9,1,2,94,True,True,False,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,458,18,Non-Binary,Widowed,Sales,17,143507.14,48,1.68,False,4,Large,4.3,9.1,False,4,6,9,8,9,7,5,18,False,False,True,Occasional,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,463,46,Non-Binary,Single,Analyst,1,70719.75,66,2.06,True,6,Small,8.7,0.8,False,7,3,10,3,7,1,6,73,False,False,False,No,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,466,43,Non-Binary,Married,Developer,33,117152.12,43,2.86,False,10,Large,8.1,6.3,True,10,6,16,5,1,1,5,92,False,True,True,Occasional,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,470,46,Female,Married,Support,23,82748.97,42,2.25,True,4,Small,8.8,5.3,False,4,3,7,10,9,9,9,73,False,False,True,Occasional,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,475,47,Non-Binary,Divorced,Developer,40,34454.87,47,0.78,False,2,Medium,8.3,5.4,False,8,2,2,2,8,0,10,61,False,True,False,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,485,53,Female,Divorced,Support,27,156037.9,58,2.79,False,0,Small,4.6,6.4,False,2,5,2,2,5,10,8,38,True,True,False,Occasional,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,493,51,Female,Married,Manager,17,79802.78,46,1.75,True,5,Small,4.4,8.0,True,1,1,30,9,6,10,10,77,False,False,True,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,502,33,Non-Binary,Married,Manager,18,96068.82,55,0.13,True,6,Medium,6.9,9.2,True,3,8,7,6,8,4,5,13,False,False,True,Yes,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,503,41,Female,Widowed,Developer,8,160927.68,36,0.42,True,10,Medium,8.9,2.4,True,0,1,26,3,0,5,3,10,True,True,False,No,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,506,45,Female,Married,Manager,10,159707.51,53,0.3,True,7,Medium,7.6,1.1,False,3,8,8,7,8,7,2,85,False,True,False,No,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,507,49,Male,Divorced,Sales,32,156876.66,72,1.38,False,2,Small,5.2,8.2,True,2,5,20,1,6,8,2,79,True,True,False,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,518,20,Female,Divorced,Developer,26,132053.34,38,1.87,True,9,Medium,4.5,1.1,True,2,0,26,5,4,0,1,30,False,False,False,No,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,523,60,Non-Binary,Married,Sales,23,46374.35,64,0.97,True,4,Large,5.2,4.9,False,2,6,12,2,8,5,1,82,True,True,False,No,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,524,61,Non-Binary,Married,Manager,19,123794.5,75,1.54,True,9,Medium,5.1,6.7,False,3,9,25,2,10,8,9,32,True,True,True,Occasional,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,532,40,Non-Binary,Single,Sales,6,191109.59,68,0.64,False,9,Small,4.8,7.4,False,9,8,21,3,5,6,8,97,False,False,True,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,536,46,Non-Binary,Divorced,Manager,39,51514.36,63,2.64,False,7,Small,6.2,9.4,True,8,8,24,8,6,2,9,43,True,True,True,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,540,51,Non-Binary,Married,Analyst,14,103662.67,62,1.49,False,5,Medium,7.9,6.7,True,5,4,12,6,4,10,6,85,False,False,True,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,541,58,Female,Divorced,Sales,39,25266.56,46,2.29,True,9,Small,8.2,6.8,False,10,4,4,6,6,6,2,100,False,True,False,Occasional,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,545,28,Male,Divorced,Analyst,21,120237.45,77,1.16,True,8,Small,6.5,5.8,False,10,8,9,5,6,7,1,8,False,False,True,Yes,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,546,46,Non-Binary,Divorced,Manager,1,80181.44,51,0.99,True,2,Large,7.5,4.1,False,0,5,19,4,5,7,3,3,False,True,True,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,547,53,Female,Widowed,Support,19,138550.39,62,2.73,False,3,Large,8.6,9.3,False,10,10,7,0,9,5,8,60,True,False,False,Occasional,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,548,42,Male,Married,HR,3,184774.34,67,0.9,False,4,Small,5.6,5.4,True,7,5,6,5,7,5,5,41,True,True,False,No,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,551,27,Male,Married,Support,19,53580.0,78,1.72,True,6,Medium,8.2,7.2,False,6,3,28,10,9,3,7,71,True,True,False,Occasional,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,553,26,Non-Binary,Divorced,HR,6,162786.53,85,2.46,False,2,Small,6.3,5.1,True,10,9,23,8,2,4,2,5,True,True,False,Yes,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,554,41,Female,Single,Developer,18,171128.67,54,0.97,True,2,Medium,8.5,3.8,True,4,3,27,1,9,7,0,28,True,True,True,No,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,557,65,Male,Widowed,Support,15,99682.55,47,1.04,False,0,Small,5.1,1.5,False,10,0,15,6,4,1,4,5,False,True,True,No,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,559,35,Male,Married,Manager,35,86524.45,52,2.67,False,9,Large,4.5,10.0,True,7,4,12,1,2,3,0,96,True,False,True,Occasional,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,569,42,Non-Binary,Divorced,Support,30,130307.72,39,0.27,True,2,Medium,5.0,9.9,True,4,8,12,3,6,9,2,7,True,False,False,No,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,577,39,Female,Widowed,Support,4,26302.7,67,1.65,True,9,Large,5.1,6.8,False,7,3,5,10,10,7,7,52,True,False,False,Occasional,Tier-3
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,580,53,Non-Binary,Single,Developer,9,98068.38,45,1.7,True,2,Medium,6.0,0.4,True,6,2,24,4,4,8,0,93,False,False,True,Occasional,Tier-1
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,587,45,Female,Widowed,Manager,20,70026.52,40,1.26,False,5,Medium,5.0,6.3,True,9,6,6,1,5,8,2,85,False,True,True,Yes,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,588,31,Male,Divorced,Manager,5,113217.7,39,1.07,True,2,Small,6.7,6.7,True,1,10,13,1,3,7,1,81,True,False,True,Yes,Tier-2
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,594,52,Male,Married,Manager,14,79212.93,61,2.56,False,1,Large,7.1,6.1,False,6,8,6,10,3,8,9,56,True,True,True,Occasional,Metro
HR8270,28,HR,Suburb,PG,Referral,5,2,0,1,0,86750,1,603,59,Male,Single,HR,15,28748.67,49,1.0,False,6,Small,5.6,4.1,True,4,4,25,6,6,10,4,47,False,True,False,Yes,Tier-1
